db1,db2,fid.mid,db2.id,name1,name2,confidence
fiw,msceleb,F0041.1,m.04zw250,randy johnson,Randy Johnson,1
fiw,msceleb,F0041.1,m.03cgrmv,randy johnson,Randy J. Johnson,0.94
fiw,msceleb,F0042.1,m.026v5l,rene auberjonois,Rene Auberjonois,1
fiw,msceleb,F0042.1,m.06mrp5,rene auberjonois,René Auberjonois,0.9375
fiw,msceleb,F0042.2,m.0bv8554,remy auberjonois,Remy Auberjonois,1
fiw,msceleb,F0042.5,m.03rpf3,fernand auberjonois,Fernand Auberjonois,1
fiw,msceleb,F0043.1,m.03wws_,michelle bachelet,Michelle Bachelet,1
fiw,msceleb,F0044.2,m.025spvt,sosie bacon,Sosie Bacon,1
fiw,msceleb,F0046.1,m.027cmm9,charlie baker,Charlie Baker,1
fiw,msceleb,F0047.1,m.06jbcn,leigh-allyn baker,Leigh-Allyn Baker,1
fiw,msceleb,F0047.4,m.0blrvd,keith baker,Keith Baker,1
fiw,msceleb,F0047.4,m.0z8xhyc,keith baker,Keith Alan Baker,0.94
fiw,msceleb,F0048.1,m.018ygt,alec baldwin,Alec Baldwin,1
fiw,msceleb,F0048.2,m.018yhr,stephen baldwin,Stephen Baldwin,1
fiw,msceleb,F0048.3,m.018yj6,william baldwin,William Baldwin,1
fiw,msceleb,F0048.3,m.09rxqwq,william baldwin,William E. Baldwin,0.94
fiw,msceleb,F0048.3,m.0g53hsx,william baldwin,William Woodward Baldwin,0.94
fiw,msceleb,F0048.7,m.0644qlt,ireland baldwin,Ireland Baldwin,1
fiw,msceleb,F0048.9,m.0f8c54,carol baldwin,Carol M. Baldwin,0.94
fiw,msceleb,F0048.10,m.010s1_g_,jane baldwin,Jane Baldwin,1
fiw,msceleb,F0048.11,m.0br1hq,elizabeth baldwin,Elizabeth Baldwin,1
fiw,msceleb,F0049.1,m.01wy5m,christian  bale,Christian Bale,0.96
fiw,msceleb,F0049.4,m.0gwrv91,erin bale,Erin Bale,1
fiw,msceleb,F0049.5,m.0gwrv8r,sharon bale,Sharon Bale,1
fiw,msceleb,F0049.6,m.05d_z8,david bale,David Bale,1
fiw,msceleb,F0050.1,m.0d9ry_,gareth bale,Gareth Bale,1
fiw,msceleb,F0051.1,m.08_d4x,dustin pedroia,Dustin Pedroia,1
fiw,msceleb,F0052.1,m.02__7n,christine baranski,Christine Baranski,1
fiw,msceleb,F0053.3,m.01713c,javier bardem,Javier Bardem,1
fiw,msceleb,F0053.4,m.02qgrn8,monica bardem,Mónica Bardem,0.9230769230769231
fiw,msceleb,F0053.5,m.02qgrjt,carlos bardem,Carlos Bardem,1
fiw,msceleb,F0053.6,m.02qgr9y,pilar bardem,Pilar Bardem,1
fiw,msceleb,F0054.1,m.07dr3v,matt barnes,Matt Barnes,1
fiw,msceleb,F0055.1,m.0fx7pk,claudine barretto,Claudine Barretto,1
fiw,msceleb,F0055.5,m.02rsq_8,gretchen barretto,Gretchen Barretto,1
fiw,msceleb,F0055.6,m.02rsrhs,marjorie barretto,Marjorie Barretto,1
fiw,msceleb,F0055.8,m.0n_6k6v,julia barretto,Julia Barretto,1
fiw,msceleb,F0058.1,m.026c1,drew barrymore,Drew Barrymore,1
fiw,msceleb,F0058.2,m.0ht_k,john barrymore,John Barrymore,1
fiw,msceleb,F0058.2,m.04jyz_,john barrymore,John Drew Barrymore,0.94
fiw,msceleb,F0058.2,m.0d7z24,john barrymore,John Blyth Barrymore,0.94
fiw,msceleb,F0058.3,m.0dl10t,jaid barrymore,Jaid Barrymore,1
fiw,msceleb,F0059.1,m.0d81yf,hank baskett,Hank Baskett,1
fiw,msceleb,F0061.1,m.032xhg,jason bateman,Jason Bateman,1
fiw,msceleb,F0061.5,m.032xlq,justin bateman,Justine Bateman,0.9655172413793104
fiw,msceleb,F0062.1,m.02gvwz,sean bean,Sean Bean,1
fiw,msceleb,F0062.3,m.0chbbb4,molly bean,Molly Bean,1
fiw,msceleb,F0063.1,m.03c4cpb,jim adams,Jim Adams,1
fiw,msceleb,F0063.2,m.02klyg,cecily adams,Cecily Adams,1
fiw,msceleb,F0064.1,m.02d9k,david beckham,David Beckham,1
fiw,msceleb,F0064.2,m.0cgfb,victoria beckham,Victoria Beckham,1
fiw,msceleb,F0064.3,m.04dylr1,brooklyn beckham,Brooklyn Joseph Beckham,0.94
fiw,msceleb,F0064.4,m.02vk62d,romeo beckham,Romeo James Beckham,0.94
fiw,msceleb,F0064.5,m.04dylr8,cruz beckham,Cruz David Beckham,0.94
fiw,msceleb,F0064.6,m.0gxvrw2,harper beckham,Harper Seven Beckham,0.94
fiw,msceleb,F0066.1,m.046_ty,vitor belfort,Vitor Belfort,1
fiw,msceleb,F0068.1,m.0ghvhjk,alexis bellino,Alexis Bellino,1
fiw,msceleb,F0069.1,m.0316pw,donald bellisario,Donald P. Bellisario,0.94
fiw,msceleb,F0069.4,m.09k4c__,troian bellisario,Troian Bellisario,1
fiw,msceleb,F0069.6,m.02q252q,michael bellisario,Michael Bellisario,1
fiw,msceleb,F0071.1,m.0fm2h,benjamin netanyahu,Benjamin Netanyahu,1
fiw,msceleb,F0071.2,m.0j5wlpc,sara netanyahu,Sara Netanyahu,1
fiw,msceleb,F0071.5,m.05p3vsk,benzion netanyahu,Benzion Netanyahu,1
fiw,msceleb,F0072.1,m.0bdt8,ingrid bergman,Ingrid Bergman,1
fiw,msceleb,F0073.1,m.03knl,halle berry,Halle Berry,1
fiw,msceleb,F0074.1,m.03k2ny,ernesto bertarelli,Ernesto Bertarelli,1
fiw,msceleb,F0074.2,m.0gmbzxn,dona bertarelli,Dona Bertarelli,1
fiw,msceleb,F0074.3,m.0805gt2,kirsty bertarelli,Kirsty Bertarelli,1
fiw,msceleb,F0075.1,m.032t6d,liliane bettencourt,Liliane Bettencourt,1
fiw,msceleb,F0075.2,m.05hd3w,andre bettencourt,André Bettencourt,0.9411764705882353
fiw,msceleb,F0076.1,m.01bhq8,benazir bhutto,Benazir Bhutto,1
fiw,msceleb,F0077.1,m.012gx2,joe  biden,Joe Biden,0.96
fiw,msceleb,F0077.2,m.04jd87h,jill biden,Jill Biden,1
fiw,msceleb,F0077.3,m.04j7k3x,ashley biden,Ashley Biden,1
fiw,msceleb,F0077.4,m.026vs7_,beau biden,Beau Biden,1
fiw,msceleb,F0077.6,m.04jknwl,hunter biden,Hunter Biden,1
fiw,msceleb,F0078.1,m.06w2sn5,justin bieber,Justin Bieber,1
fiw,msceleb,F0078.3,m.0gxnnv_,jeremy bieber,Jeremy Bieber,1
fiw,msceleb,F0078.4,m.0gxnnwd,jazmyn bieber,Jazmyn Bieber,1
fiw,msceleb,F0079.1,m.0320jz,jessica biel,Jessica Biel,1
fiw,msceleb,F0079.3,m.0gx8rby,kimberly biel,Kimberly Biel,1
fiw,msceleb,F0079.4,m.0gx8rc5,jonathan biel,Jonathan Edward Biel,0.94
fiw,msceleb,F0080.3,m.043m195,kroy biermann,Kroy Biermann,1
fiw,msceleb,F0080.5,m.0113lnrk,brielle biermann,Brielle Biermann,1
fiw,msceleb,F0081.1,m.0czryc,kumar birla,Kumar Mangalam Birla,0.94
fiw,msceleb,F0081.3,m.03c91hx,aditya birla,Aditya Vikram Birla,0.94
fiw,msceleb,F0082.1,m.0948xk,tony blair,Tony Blair,1
fiw,msceleb,F0082.2,m.01nws3,cherie blair,Cherie Blair,1
fiw,msceleb,F0082.4,m.045wtm,euan blair,Euan Blair,1
fiw,msceleb,F0082.6,m.0b_48r,leo blair,Leo Blair,1
fiw,msceleb,F0083.1,m.0154qm,cate blanchett,Cate Blanchett,1
fiw,msceleb,F0083.6,m.04fmmh1,june blanchett,June Blanchett,1
fiw,msceleb,F0084.1,m.04gls3r,daley blind,Daley Blind,1
fiw,msceleb,F0084.4,m.03f0yr,danny blind,Danny Blind,1
fiw,msceleb,F0085.2,m.025s8pf,georgina bloomberg,Georgina Bloomberg,1
fiw,msceleb,F0085.4,m.09pfj,michael bloomberg bloomberg,Michael Bloomberg,0.94
fiw,msceleb,F0086.1,m.039rwf,john boehner,John Boehner,1
fiw,msceleb,F0089.2,m.07s4bgc,bono bono,Bono,0.94
fiw,msceleb,F0090.1,m.0dxg6,pete rose,Pete Rose,1
fiw,msceleb,F0090.16,m.05q6p8l,david rose,David Rose,1
fiw,msceleb,F0090.16,m.01lttt,david rose,David Stuart Rose,0.94
fiw,msceleb,F0090.16,m.04n7gtv,david rose,David S. Rose,0.94
fiw,msceleb,F0090.16,m.0n1yw_s,david rose,David E. Rose,0.94
fiw,msceleb,F0091.1,m.0b5g_h,chris bosh,Chris Bosh,1
fiw,msceleb,F0092.1,m.01ry44,fernando botero botero,Fernando Botero,0.94
fiw,msceleb,F0093.1,m.031296,julie bowen,Julie Bowen,1
fiw,msceleb,F0093.4,m.02_wc9,john bowen,John C. Bowen,0.94
fiw,msceleb,F0093.4,m.02phbcv,john bowen,John S. Bowen,0.94
fiw,msceleb,F0093.4,m.05pbjb2,john bowen,John Clyde Bowen,0.94
fiw,msceleb,F0093.4,m.0bhch8y,john bowen,John W. Bowen,0.94
fiw,msceleb,F0093.4,m.0by09n7,john bowen,John T. Bowen,0.94
fiw,msceleb,F0093.6,m.047blf5,scott bowen,Scott Bowen,1
fiw,msceleb,F0094.1,m.02qpwyb,billy boyd,Billy Boyd,1
fiw,msceleb,F0094.3,m.0c00d7c,jack boyd,Jack Boyd,1
fiw,msceleb,F0095.1,m.0gc0d,terry bradshaw,Terry Bradshaw,1
fiw,msceleb,F0096.6,m.0354b7,john brady,John Joseph Brady,0.94
fiw,msceleb,F0096.6,m.03x501,john brady,John Green Brady,0.94
fiw,msceleb,F0096.6,m.04gmnx6,john brady,John F. Brady,0.94
fiw,msceleb,F0097.1,m.036dyy,zach braff,Zach Braff,1
fiw,msceleb,F0097.4,m.0v4q68_,adam braff,Adam J. Braff,0.94
fiw,msceleb,F0097.5,m.0brpvb,joshua braff,Joshua Braff,1
fiw,msceleb,F0098.1,m.0n839,richard branson,Richard Branson,1
fiw,msceleb,F0098.4,m.0j8d0l6,sam branson,Sam Branson,1
fiw,msceleb,F0099.1,m.030bdd,drew brees,Drew Brees,1
fiw,msceleb,F0100.1,m.03wjxs,jordana brewster,Jordana Brewster,1
fiw,msceleb,F0101.2,m.0h5r1m5,wendy bridges,Wendy Treece Bridges,0.94
fiw,msceleb,F0101.3,m.03xkps,beau bridges,Beau Bridges,1
fiw,msceleb,F0101.4,m.0gcdrbx,emily bridges,Emily Bridges,1
fiw,msceleb,F0101.5,m.05bmv5,jordan bridges,Jordan Bridges,1
fiw,msceleb,F0101.8,m.0flw6,jeff bridges,Jeff Bridges,1
fiw,msceleb,F0104.1,m.01zg98,james brolin,James Brolin,1
fiw,msceleb,F0104.2,m.03n_7k,josh brolin,Josh Brolin,1
fiw,msceleb,F0104.6,m.063y2vd,eden brolin,Eden Brolin,1
fiw,msceleb,F0104.7,m.0644ky1,trevor brolin,Trevor Brolin,1
fiw,msceleb,F0105.1,m.018p4y,pierce brosnan,Pierce Brosnan,1
fiw,msceleb,F0105.3,m.03m53fq,sean brosnan,Sean Brosnan,1
fiw,msceleb,F0105.3,m.03hh0gs,sean brosnan,Seán Brosnan,0.9166666666666666
fiw,msceleb,F0105.4,m.0brn47s,paris brosnan,Paris Brosnan,1
fiw,msceleb,F0105.5,m.0brn48z,dylan brosnan,Dylan Brosnan,1
fiw,msceleb,F0106.1,m.05x1r91,monica brown,Monica Brown,1
fiw,msceleb,F0106.1,m.03wcpb5,monica brown,Monica Lin Brown,0.94
fiw,msceleb,F0106.3,m.055t3g6,marilyn brown,Marilyn Brown,1
fiw,msceleb,F0106.3,m.0glrrd8,marilyn brown,Marilyn A. Brown,0.94
fiw,msceleb,F0106.5,m.03cj7lw,rodney brown,Rodney Brown,1
fiw,msceleb,F0106.5,m.0czbfxq,rodney brown,Rodney W. Brown,0.94
fiw,msceleb,F0107.1,m.01kmd4,kobe bryant,Kobe Bryant,1
fiw,msceleb,F0107.2,m.0404dcw,vanessa bryant,Vanessa Lynne Bryant,0.94
fiw,msceleb,F0107.2,m.05_5rbs,vanessa bryant,Vanessa Laine Bryant,0.94
fiw,msceleb,F0107.5,m.024trx,joe bryant,Joe Bryant,1
fiw,msceleb,F0110.1,m.0794g,sandra bullock,Sandra Bullock,1
fiw,msceleb,F0110.3,m.0fd_kl,louis bullock,Louis Bullock,1
fiw,msceleb,F0111.5,m.07k48q8,steve bullock,Steve Bullock,1
fiw,msceleb,F0112.1,m.09rvxxs,edward burns,Edward F. Burns,0.94
fiw,msceleb,F0112.3,m.0h2ndzf,finn burns,Finn Burns,1
fiw,msceleb,F0112.4,m.03jy3w,christy burns,Christy Turlington Burns,0.94
fiw,msceleb,F0113.1,m.03ds3,gary busey,Gary Busey,1
fiw,msceleb,F0113.2,m.06z495,jake busey,Jake Busey,1
fiw,msceleb,F0114.1,m.03shsv,george bush,George P. Bush,0.94
fiw,msceleb,F0114.1,m.09b6zr,george bush,George W. Bush,0.94
fiw,msceleb,F0114.2,m.04g8d,laura bush,Laura Bush,1
fiw,msceleb,F0114.6,m.015nr6,barbara  bush,Barbara Bush,0.96
fiw,msceleb,F0114.6,m.0bxdvw,barbara  bush,Barbara Pierce Bush,0.94
fiw,msceleb,F0114.7,m.0bxdvw,barbara pierce bush,Barbara Pierce Bush,1
fiw,msceleb,F0114.7,m.015nr6,barbara pierce bush,Barbara Bush,0.94
fiw,msceleb,F0114.8,m.03shsv,george hw bush,George P. Bush,0.94
fiw,msceleb,F0114.8,m.09b6zr,george hw bush,George W. Bush,0.94
fiw,msceleb,F0114.8,m.034ls,george hw bush,George H. W. Bush,0.96
fiw,msceleb,F0114.9,m.019x9z,jeb bush,Jeb Bush,1
fiw,msceleb,F0115.1,m.01cwkq,amanda bynes,Amanda Bynes,1
fiw,msceleb,F0116.1,m.0252fh,james caan,James Caan,1
fiw,msceleb,F0116.5,m.03_dxb,scott caan,Scott Caan,1
fiw,msceleb,F0117.1,m.090413,david cameron,David Young Cameron,0.94
fiw,msceleb,F0118.1,m.035gcb,albert pujols,Albert Pujols,1
fiw,msceleb,F0119.1,m.0dddmmd,edie campbell,Edie Campbell,1
fiw,msceleb,F0119.3,m.0c09vs1,sophie campbell,Sophie Campbell,1
fiw,msceleb,F0121.1,m.04t2l2,steve carell,Steve Carell,1
fiw,msceleb,F0121.2,m.09c7qt,nancy carell,Nancy Carell,1
fiw,msceleb,F0122.1,m.02rk8f,hugh  carey,Hugh Carey,0.96
fiw,msceleb,F0122.5,m.02h7kh9,helen carey,Helen Carey,1
fiw,msceleb,F0123.1,m.09k6c57,shay carl,Shay Carl,1
fiw,msceleb,F0124.1,m.014z8v,george carlin,George Carlin,1
fiw,msceleb,F0125.1,m.0lx2l,jim carrey,Jim Carrey,1
fiw,msceleb,F0125.2,m.07z1v7v,rita carrey,Rita Carrey,1
fiw,msceleb,F0125.4,m.07z1v8g,john carrey,John Carrey,1
fiw,msceleb,F0125.5,m.02q3pr2,jane carrey,Jane Erin Carrey,0.94
fiw,msceleb,F0125.6,m.07z1rb1,percy carrey,Percy Joseph Carrey,0.94
fiw,msceleb,F0126.4,m.04fk_p1,gloria carter,Gloria Carter,1
fiw,msceleb,F0126.5,m.011ckhcb,matthew carter,Matthew Carter,1
fiw,msceleb,F0126.5,m.0j7nfzr,matthew carter,Matthew G. Carter,0.94
fiw,msceleb,F0126.7,m.02sxzn,daniel carter,Daniel Carter,1
fiw,msceleb,F0126.7,m.025v7xx,daniel carter,Daniel P. Carter,0.94
fiw,msceleb,F0127.3,m.0t5lxz2,reginae carter,Reginae Carter,1
fiw,msceleb,F0128.1,m.0p_l4,jimmy carter,Jimmy Carter,1
fiw,msceleb,F0128.3,m.0566f4,amy carter,Amy Carter,1
fiw,msceleb,F0128.4,m.05gprb,lillian carter,Lillian Gordy Carter,0.94
fiw,msceleb,F0128.5,m.0865xp,jack carter,Jack Carter,1
fiw,msceleb,F0128.6,m.03hl9w6,jeff carter,Jeff Carter,1
fiw,msceleb,F0129.2,m.01h5f8,june cash,June Carter Cash,0.94
fiw,msceleb,F0129.3,m.08yx6j,john cash,John Carter Cash,0.94
fiw,msceleb,F0130.1,m.02jp6_,iker casillas,Iker Casillas,1
fiw,msceleb,F0131.1,m.09k0f,fidel castro,Fidel Castro,1
fiw,msceleb,F0131.1,m.09sgl5,fidel castro,Fidel de Castro,0.94
fiw,msceleb,F0131.5,m.0yq1ykp,daniel castro,Daniel Castro,1
fiw,msceleb,F0132.1,m.08m4c8,justin chambers,Justin Chambers,1
fiw,msceleb,F0132.2,m.0bb_p3d,keisha chambers,Keisha Chambers,1
fiw,msceleb,F0133.1,m.0v39r93,jackie chan,Jackie Chan,1
fiw,msceleb,F0133.3,m.04c_bk,jaycee chan,Jaycee Chan,1
fiw,msceleb,F0133.4,m.06pxlk,charles chan,Charles Chan,1
fiw,msceleb,F0133.5,m.02kkpgt,lily chan,Lily Chan,1
fiw,msceleb,F0134.1,m.069nzr,kyle chandler,Kyle Chandler,1
fiw,msceleb,F0137.1,m.02p65p,don cheadle,Don Cheadle,1
fiw,msceleb,F0138.1,m.0zm1,anton chekhov,Anton Chekhov,1
fiw,msceleb,F0138.2,m.0gytn4t,nikolai chekhov,Nikolai Chekhov,1
fiw,msceleb,F0138.3,m.0gfd055,alexander chekhov,Alexander Chekhov,1
fiw,msceleb,F0138.4,m.0jw9nt3,pavel chekhov,Pavel Yegorovich Chekhov,0.94
fiw,msceleb,F0138.6,m.0jw9nt9,yevgeniya chekhov,Yevgeniya Chekhov,1
fiw,msceleb,F0139.1,m.0zmx3cj,chiara ferragni,Chiara Ferragni,1
fiw,msceleb,F0140.1,m.0ldd,agatha christie,Agatha Christie,1
fiw,msceleb,F0140.2,m.0hr2zrm,max christie,Max Christie,1
fiw,msceleb,F0141.1,m.0f8t6k,chris christie,Chris Christie,1
fiw,msceleb,F0142.2,m.041c4,john cleese,John Cleese,1
fiw,msceleb,F0142.4,m.02rrblg,alyce cleese,Alyce Cleese,1
fiw,msceleb,F0142.5,m.0h134k2,muriel cleese,Muriel Cleese,1
fiw,msceleb,F0142.8,m.0fbr3n,cynthia cleese,Cynthia Cleese,1
fiw,msceleb,F0143.1,m.0157m,bill clinton,Bill Clinton,1
fiw,msceleb,F0143.2,m.0d06m5,hillary clinton,Hillary Rodham Clinton,0.94
fiw,msceleb,F0143.3,m.01chwz,chelsea clinton,Chelsea Clinton,1
fiw,msceleb,F0143.5,m.02z1qc3,roger clinton,Roger de Clinton,0.94
fiw,msceleb,F0144.1,m.04b9_k,nick clooney clooney,Nick Clooney,0.94
fiw,msceleb,F0144.3,m.014zcr,george clooney clooney,George Clooney,0.94
fiw,msceleb,F0144.4,m.0h8hk,rosemary clooney clooney,Rosemary Clooney,0.94
fiw,msceleb,F0144.6,m.0n4g087,betty clooney clooney,Betty Clooney,0.94
fiw,msceleb,F0144.7,m.0gx9sc8,adelia clooney,Adelia Clooney,1
fiw,msceleb,F0145.1,m.02kxbwx,ethan coen,Ethan Coen,1
fiw,msceleb,F0145.2,m.02kxbx3,joel coen,Joel Coen,1
fiw,msceleb,F0146.1,m.01xdf5,stephen colbert,Stephen Colbert,1
fiw,msceleb,F0146.3,m.0k6_mh7,peter colbert,Peter Colbert,1
fiw,msceleb,F0146.5,m.0gwssn0,evelyn colbert,Evelyn McGee-Colbert,0.94
fiw,msceleb,F0146.6,m.0gwszq1,lorna colbert,Lorna Colbert,1
fiw,msceleb,F0147.1,m.07k51gd,chris colfer,Chris Colfer,1
fiw,msceleb,F0148.2,m.03hh6bw,lily collins,Lily Collins,1
fiw,msceleb,F0149.1,m.06s4_k,misha collins,Misha Collins,1
fiw,msceleb,F0150.1,m.013w7j,sean combs,Sean Combs,1
fiw,msceleb,F0150.2,m.04g5fbs,justin combs,Justin Dior Combs,0.94
fiw,msceleb,F0151.1,m.06mr6,sean connery,Sean Connery,1
fiw,msceleb,F0151.3,m.02_sm0,jason connery,Jason Connery,1
fiw,msceleb,F0152.1,m.0dq9wx,lauren conrad,Lauren Conrad,1
fiw,msceleb,F0152.2,m.02w872,william conrad,William Conrad,1
fiw,msceleb,F0152.3,m.025w2d2,breanna conrad,Breanna Conrad,1
fiw,msceleb,F0153.1,m.0g824,alicia keys,Alicia Keys,1
fiw,msceleb,F0154.1,m.01vbl,calvin coolidge,Calvin Coolidge,1
fiw,msceleb,F0154.2,m.09p7rl,john coolidge,John Coolidge,1
fiw,msceleb,F0154.2,m.08lqpr,john coolidge,John Gardner Coolidge,0.94
fiw,msceleb,F0154.4,m.025pqb,grace coolidge,Grace Coolidge,1
fiw,msceleb,F0155.2,m.02z14n,anderson cooper,Anderson Cooper,1
fiw,msceleb,F0155.3,m.0317d_,wyatt cooper,Wyatt Emory Cooper,0.94
fiw,msceleb,F0156.1,m.02vyw,francis  coppola,Francis Ford Coppola,0.94
fiw,msceleb,F0156.2,m.02jfd7,elanor coppola,Eleanor Coppola,0.9655172413793104
